N,E
3839256683,548447537
2845995895,1579193530,980295
135331692,3364582504,1307973
1833185581,738550206,1629098
2834403906,3432739265,1306089
3486588986,2622277429,1306740
380717600,2948427179,1634099
646362262,80085446,765126
2554545696,3396795911,1088801
1245978567,2623230916,1518825
1449479624,2269428245,1528640
3641107991,3447709905,1742250
141327056,2484821580,1522820
3490846558,5643438,1090229
1191544501,2414986464,1747129
3802489324,2354157760,874237
2713984430,2720738,1958823
2678103036,1707666559,870893
2299811331,2303760502,1526861
2923002173,2425616852,1303928
141977596,3547900119,873392
2883879641,1770701806,1197184
1005825815,2741806607,1635902
13157310,3779155832,1200367
496028287,760798158,1743605
901725713,470941668,1747013
311410872,2366777189,1311942
3814923121,343995649,1201907
1142419536,1914930048,1415596
3229522235,1964403475,873243
585158181,749925139,1200129
2159367912,410692112,1527219
2920696002,3342576140,1851766
186353419,369267362,872936
2261437734,3669068460,1092970
1664460339,578116944,1088846
1766107986,3619897152,1305854
3059738385,1190728058,1853482
1811845720,3599926933,979144
1134821384,3310701990,1307653
1502463118,2012147845,875088
925379299,18040959,1093467
2874660802,3322623848,1638525
1237072291,3648061343,1746723
181118392,2192790628,1424978
2775860010,3609162567,1524788
850156319,1065717036,1307939
2975894214,1152767348,1413196
2590597604,2949778700,1417720
725025965,1622878059,876439
951672281,1169822762,1090048
3493843785,722303129,1197436
1996454968,1421589018,1528649
561638317,511395490,1958754
1219155648,8911042,983027
770043634,1056228362,1202988
3421087588,232953008,1417799
1661552192,770538853,1637721
3759463340,870576659,1092000
3156669220,2447325615,1744298
2222038331,2493267211,1424085
1529686156,2805761294,1201335
1274885198,1106482226,1632439
3745095436,2454528015,1412472
1458813912,3212148421,983070
461261662,652371013,1085740
2809489227,1735056352,1306150
1011476113,2423809699,1638256
2540017874,2717351967,1528792
678604548,1748895666,1086717
524669161,3239679516,979761
503287142,996977834,1088776
986702775,3668333566,1196652
713728406,2011437154,1416983
2430851074,987143821,1202121
1024936564,176838066,1090989
345501355,1989906140,1856823
1706102949,829170579,1315491
3509429897,1372745710,774332
3128567163,3742613411,1520564
1598452013,3593067266,872045
1314668589,2877306660,1308281
1564671910,2949753233,1738159
1129351341,2942214670,1306281
1094456485,2991384645,1522896
3768689985,1706470648,867268
3572073331,2858519374,1525598
965906719,2646667712,1090581
3718693655,726489157,872929
2535155078,3797637948,1305628
2267595812,403788556,1091429
209134705,3468869823,1096230
2594972023,3766389828,434602
3456080616,2915513577,1632069
1996511496,1103459163,1307867
2345990252,3690822462,1308472
2174901778,35818601,1091394
1786488840,649615342,1087968
3138296742,912778562,1635723
586067879,2010096440,1746092
577166518,242610680,1308388
1232415494,2555621960,1306350
16703666,915697069,981353
2891383344,177794963,654958
379950471,2257121599,1306838
3238741727,2630967842,1304702
2994897374,663520211,1091542
1335731643,2366166324,1198439
631134531,1716951271,1633267
3793073397,1491615645,1199525
1016870997,1997415593,1411411
803223955,1487589682,544915
2051244673,2978216623,760386
1588430866,2178559820,1634773
731086115,2865050111,1415783
3825801531,1281432412,979699
592725706,2688373522,1416041
549827332,1009423475,982183
352237161,2792917050,1523022
271020058,2384568613,1415660
2314724540,1348393560,654400
3007758277,1801073618,875882
2408188569,1091583975,1198765
3446821860,268637570,873343
2332210424,1946689559,1639273
347770036,1401882699,1419190
143410591,2621764285,978681
3082682814,2375523300,1522442
463371051,979397353,1630277
1668492513,3023709736,1196617
60449636,799853597,1305317
834281928,1797396666,1090021
3753649532,1948989910,983498
893911134,381368455,1746146
2166081980,2928423558,1415137
2126602616,1081807501,1737564
2265058240,1071877822,1417092
3270968301,1756115255,979600
2084634598,1830466372,1197223
2295549684,3012687775,1528262
2555034073,3790849817,1307482
569643139,3788928902,871160
1087999996,3015500722,544399
1713364503,1545689680,1524970
3586408207,2721401041,1415459
2308898789,1200565545,1305876
510844762,1437455527,1090930
967986118,1960930170,1739069
3604146697,3316268654,978787
146385872,492043669,1965141
113027577,1175173765,1414598
2166860401,137464604,1200983
3331476734,450614644,1198286
3567784780,2409706925,1633989
1859529954,1283377601,1201494
1499378794,349226683,1416686
358023435,1158735433,1526657
82181218,381397293,1304726
1760537548,835057740,1419534
3585182047,3311054503,983064
1739151233,1079088032,871581
736934032,645307400,762446
505832184,225391268,982636
2076575501,2750668864,872467
1534939715,2138771752,1305434
3419082096,264630617,1419694
1951909765,2484398710,869859
61558148,3628750051,1200559
1135121874,3332854708,1306100
3582860264,2536772827,1417791
261253556,2865212679,1090016
1729163844,3748701829,1629134
14826364,32872651,762631
1239762723,1582485700,1409960
29496415,1943259658,1197563
544137276,3382678029,763457
2144580947,910438612,1092668
2575594807,850551131,1744899
2475439979,3200074770,1307406
2968519639,2876184920,982855
1507872220,3271963862,1414623
3230637562,676452138,1197369
584098514,2369730980,1525374
1686583278,3825845830,872539
3559126889,3759792746,1416487
1071032311,1952792912,757878
2045636169,1500673019,1412497
100148089,3289970888,979259
3358038493,2084160236,872014
2808573847,3302724556,1090326
3202531919,322393042,1202381
1433955631,787770967,1742643
2627880373,359773987,1637391
1016341069,3208080564,766459
35101559,3815751127,1416763
1793746933,3728631876,1635992
2658357576,3592437106,979660
2630490967,2725888713,1742668
1626240141,1519400098,1525967
3478654930,1243631571,1415748
1475678388,1442370659,1194711
1505173826,833006980,1855360
363155362,2080296992,1200372
2944077777,3006057075,1308026
471507792,1203377650,1086923
2941669939,897453745,1635480
1649752247,996157233,1735778
1355179874,3553272443,874510
2954053213,1382019983,871026
944361465,1204512134,1526218
3438988319,2062426627,1744294
1629392582,846530512,2075136
2006241881,3266950617,1415729
3839086181,417761707,1307357
216881612,1614195396,1636620
1027708017,563273282,1849038
1499322423,1603690894,1309274
1914741265,1543589008,874423
2434489335,2753666058,983100
461961935,3358451173,1088241
3235754111,145846407,1413867
906092294,964263821,1529120
210839437,3269185559,1200872
102376610,39423975,1637735
3423717842,3679965823,978827
3675645011,1330111083,1089619
2111962771,2933423463,1300916
547776458,3768601321,1198828
1936993686,3779459511,1632265
1141387177,70638360,1088740
283223950,2764406671,979468
1779890852,3626457140,1308395
1845958074,1536921546,1088023
556810107,2885087537,1636865
3557069254,3256490332,981081
2235958134,3054584846,1528213
309372818,1569186092,1305369
497970867,877501218,1200744
2853052539,1984289978,983460
626210193,332964803,1631899
1219662669,1211013313,1200555
525945508,2581898746,1204577
2110346868,1463083586,1527301
1918028281,2733005481,654726
3126243531,3346409722,1310496
1652506542,1141820926,1415496
235086055,3755558591,1198756
1369647020,3535506178,1418637
1921640275,3072531542,870292
680879435,228397907,874003
2046413242,604716196,1632179
2609925037,919664824,1197814
1648301735,896882940,1200531
597540137,910686054,1091442
336198850,2178496240,1417909
2537282242,3115026786,1307659
1622161276,3649561995,1092531
1208138465,825489968,1749021
2266830584,1142751699,1972159
687062837,2236756903,1090461
1295379762,2220078198,1421226
292257575,162674490,1525971
2264640284,188757172,870111
1640694702,2242020267,1524027
1325175959,398011409,981396
1886362655,3261086077,1199337
505090077,2472809286,1420537
2089513769,1410566725,1635628
2357137642,1684586138,1742258
1621275544,2389070984,1634896
2326791052,2228045623,1086863
2104191147,709295038,1198550
50011934,1152977896,979453
1485766658,1807578007,1089144
2792373085,352691182,1088473
1268940438,3663448683,869105
2676791310,3133998455,872402
957838404,930337169,1310081
479333682,2821914519,653976
2028150871,3769018279,1635236
3607465159,3263038273,1421183
199111288,136770714,1747154
1104200736,1743086233,1203284
3557556865,909118666,1305897
3541060918,846812202,1306028
2787508563,3370267324,1085869
1534638574,3720729757,876399
2459664818,1713583428,980035
192381402,3651446986,1090539
239998679,3215516862,1524249
2045818381,1085338691,1305156
1352556450,2646667118,982827
2820108152,2790624933,1416679
1388552697,2986629253,1739748
1014231054,1461875522,1093299
759701980,3510044449,1309558
2718060399,267003552,1743593
2064279629,550326269,1199227
3512842067,3544739278,870670
454050013,231391114,1199305
2875662664,1872329979,1201180
1337355207,2113850607,1854865
2783161715,734800858,1310387
3816377774,3549443445,1197400
2056279642,679129032,1090177
2708450556,380156647,872002
2560303490,3340131973,1633563
3582544320,3508426520,1088209
3022043743,2670309317,1854518
2452336706,3227828980,1525007
1326789730,3125030363,870460
2375109428,363783792,1195613
2587705146,1049547853,1202365
1265123581,385932877,981544
2375244612,1649896067,653161
2939462530,645921413,1199388
2898719423,1046249353,763959
1871992998,1486803109,1852974
2119649118,2334082138,1415752
3743999577,435564399,1312473
2727038011,1305610477,1634478
1062549946,3499052999,1201018
2066732439,1448180606,979459
1106559378,1612403765,1198388
1772522298,169817636,1743241
1750533178,156461905,1416713
362351604,1247379827,1092100
929959168,1384732630,1524704
1817675443,2718634197,1305524
1121045188,2308484354,1090441
2861182460,3369274327,1531672
2606881467,3426483188,1633271
268059689,2885512679,1304627
493281661,3101138396,1305419
1945251346,309949008,980725
2876775674,3187795859,1198989
3180272648,1295987996,1314179
2040725140,649501371,1092988
1366376520,2640167118,1196545
1369869369,2231646549,1196930
3566521278,1206386212,1417640
3736910677,495409380,1313640
2245506728,779453494,1518760
1820299877,918300202,1309453
2155117684,2492691450,1306040
1347390399,2840703525,1199094
594441664,898796899,1308518
275658452,97910006,1631691
814683442,2026957676,1309098
1321293164,1972678222,1853770
93112676,3417557360,1307372
1471375320,178715564,1632714
519860690,3503523897,1309961
383425848,3241390994,1198357
3683350872,2221716952,1310061
179600632,548745030,1528426
627661932,877212925,1416504
107279931,89975934,1633027
1995072486,319650244,1302948
3593082264,49200929,1632270
895142899,2906383733,980911
1530871631,86094263,870373
638178398,3170321619,1198714
3345468789,714682072,1740276
1846397575,189795876,1091209
3333270699,3465119458,1417365
427628058,3594792804,1524132
3664283753,3454503458,1087488
3365380779,634075663,979418
2008741322,1845018107,1305030
1188507507,3799372961,1523023
609547539,2692933256,1306143
3370547879,3333445328,1420685
3817718415,3425696,1638636
547451254,3437340069,1637250
1951591822,3449620772,977820
552806924,997288872,1413692
938867486,2502745288,1521597
1163165271,610767073,1635252
3668755311,2414004239,1635710
1068588575,2817814997,1525794
63325517,1775909355,1635379
2358117832,2127969296,1089886
613298323,77772694,978793
1454543879,3700487897,1520685
3661984254,1702550131,1198784
321947947,2569124521,1528817
334128860,1687529939,1419898
1430781263,347458166,873931
2081506036,2473515822,1415829
1144636496,1890391589,1418076
3587230483,914539720,980576
3154965774,1621425798,1311249
3261429832,1496582894,1636014
1856427081,2158201408,1420259
3400968585,2811260197,1743833
1548245848,1141046503,983118
2083918763,3646095179,977817
1793282633,1156446586,1086623
282313542,1882835466,979144
3365623038,1008926129,1197665
2960354468,1484366812,1416274
2486115171,529604511,1199233
3653627921,1030980414,1309156
841413226,1028758144,1091748
631518449,2626461740,1638364
2020231512,2141429615,1524069
3074617990,3435171229,1305880
3480601974,337815276,1734735
722789313,3481206716,1852095
3166259139,2398780362,759520
1933010407,2461811563,1304374
3799537031,36441200,545607
1938832542,484399837,1306315
930884223,2259001334,1088880
1732519218,1739203479,1529415
3152642125,206589744,1200450
3746395757,2910373567,1525963
3500345930,1052721732,1745420
1030758598,178774790,1529816
841825559,3476693911,1200441
443957700,1361844059,1089116
2459160535,2722218146,982431
3226403994,796890809,984533
952285968,1326344837,1309569
759242554,3301617462,1309227
3679404212,1330832812,1632429
2713541507,2433866886,658510
1500773501,2886263563,1562812
945022761,3821220360,1332771
1365847799,2745764447,1550960
3303713088,1769522345,993236
213268190,150675907,1217151
57516160,2678915747,977434
103895259,1554381495,1756141
3389010767,838750916,1408332
2167890949,3794783556,1088819
1426679495,3415602228,1307744
124862178,2738641415,1524178
313370266,2114250642,869646
69950004,1248103196,1524176
1351224767,353394458,1088594
194223584,1960915122,1085997
493138620,450235058,869569
3043999747,1999834,871712
456605533,3829654319,1741484
2060184198,3437387228,1415071
2397365378,3100129594,1528476
3023619886,3579676409,1420071
949263505,3741423910,1086931
3800875474,1580937438,1305652
367769371,1949991240,1200333
2839640915,1797362361,870785
1614880903,1757257537,1525586
1849624056,1267407744,1095617
1146767921,51300761,1303718
3571755523,1247893069,871262
1460703820,3680284634,1196343
3803116725,1827563572,1305838
776852954,1850609882,980757
3008931578,3388023807,1090650
1817037517,2166387285,979589
304100702,1358521514,873139
2976435712,2595220964,977242
2980685736,3325253214,1524809
1468219312,370183455,1196779
252454508,465349571,869227
189870497,3491780296,1198526
3605939761,2576005322,1197258
2064157875,2142298866,974644
328792600,2072696401,1410540
2293979043,3799382932,1089804
2737135326,625310273,1200031
2712414224,1221538622,872552
1406487501,2544580539,1199397
1860292532,2445977187,1416864
2972303490,2836838691,978125
1427694469,3543026392,1636807
2068973983,947342970,1087804
2968934786,3024679974,982204
2382803986,779839819,1412727
2696844331,345829640,653719
2512435924,2215895734,1638171
1955040986,2190954926,1742500
3126510628,2273661993,1307189
2737138762,3344650122,1741103
264230437,1301326531,1411831
439655815,1864855675,1852329
3627046274,2617687447,1306853
148707706,1489292813,1418107
1162217776,1301238918,1088903
1303514654,3758454339,978973
342095488,1225519306,1522613
522320769,768422384,1742053
2963381066,3076016798,1417561
561169340,194195563,1200176
1329448359,2067652176,1746015
2151580613,3785700916,652389
936868206,657082751,1528917
1951594438,3369580818,1633918
485446524,464524591,1305390
3345164122,3231755236,1305796
1438036646,258867821,1197886
848553002,1216558058,1635521
1246921671,2489512157,1631314
1543413375,2326382733,652694
136111524,1578195994,1303268
2106108401,2728194589,1414446
2879567913,700657751,1742406
3431964510,2144205314,976290
414202547,2401332934,1847729
1464424754,2476023848,1089885
3172010270,2340091384,1416364
1659900469,3737178101,1632324
1355287267,3077428584,1194353
3125124692,3178047601,1197300
861070810,802853858,1522887
1375701138,1367335916,1427662
958101631,2792767376,1522794
2916429312,3626414792,1200137
16307534,2815189915,1088949
1245955526,2592225311,1303125
316045778,1638007632,651346
1118678828,101086520,651480
238179839,3007298953,1629164
3058699189,1834515516,1417839
3127672108,3028791153,1415828
3434333775,2438357041,1417344
70939504,3280011715,1742410
1973999150,1920896177,1521623
89238789,2832033237,1528139
38153997,1026040055,981850
2922743887,1752681039,1309161
1126305588,2219872722,873324
104388873,2920050877,980960
2106530576,1849284255,872559
848016810,527029610,981310
2364345104,529721453,1849579
3179932394,2222856176,1201102
3058591353,287273890,1638092
1217433438,674370138,1746867
3262647146,1251246129,1859408
617294223,3818184098,1090362
1891018825,3349559909,983089
2650943211,1747261222,1414312
387276776,1345501245,1413422
2300934256,582846500,871866
3696297349,767018699,1960818
699184792,2879808676,1091140
643161711,333992509,976681
1711845501,262079109,1634407
3618430823,3609970688,765309
1412901382,24019095,1739991
198315253,1919703294,1525953
2987121161,1713714827,1303918
3737329000,1917794431,870768
186496490,2842581089,1087263
523910775,573689129,1310129
2882975315,1375770185,1092324
887507229,2592716557,1331247
287151763,817627393,1335493
1517052850,2895044024,1527620
2996284323,1076248908,433215
624428357,43848116,1634789
784284643,1461972404,1743776
1980391965,849406819,1413614
1946407801,1159325101,1420605
2614074670,139649979,1305518
1482458135,3122036700,1413912
1819851753,1417096167,1308908
1356263904,2672832316,868418
1946006368,2978596497,1424062
32266566,1615214785,1102984
3568405907,2278804220,1870975
2529020372,1180062549,1526823
2838121162,914057768,980124
163693989,1779379896,760897
3784167097,704801579,1087759
449298966,2790542393,1191810
662713442,3441610809,1522259
154920003,3023657505,1740583
575264887,2590456438,1414375
3758852728,580602043,1306535
620927740,95706249,983604
978272084,2838260271,872024
2716273942,1745113494,1335336
1976714191,2819753446,1000255
1264936945,936205586,1628156
2552541550,3665808090,1090668
1130152721,2490679792,1525581
1502761642,1875806638,1093610
513857701,80885044,1303943
1282364342,3096086637,1195470
3238758461,3044972872,982373
542848031,2404994944,1522261
60101387,354273055,875356
682333626,1383953871,1089237
2497423893,1119219480,1632048
3399596354,211830297,981228
2518782599,3367610100,1307157
2179045932,1323137718,1522696
3821247181,1084698275,1414154
791610671,2676407903,1639185
2743831745,104601008,761994
894275727,890761333,1307586
3781787642,2901332960,1418286
1752900110,1422398937,435171
1531850641,72077526,1310186
937177835,2201233014,981307
1553454986,2267825586,1085596
3319350704,403736850,1198750
3403970200,2022412238,1086341
3603721704,1609458902,1202194
62340015,142728826,1415287
2487918652,3777035245,1091521
1117105464,2005139284,1197454
3415648390,2055222747,1632239
3188063518,662334614,1088507
1610705699,2509357157,1851198
2676934314,2322265240,979189
2260940271,1519717778,1529712
3141734988,1680419893,1306676
3836038160,1644363186,1308163
3410290846,1272369326,763794
1304348646,898634309,1419582
1159970321,1050230984,1636902
983580752,3691090117,1412723
1440007765,1237315827,1526587
1372164711,3237672336,1305000
2198295412,705585553,1526456
1897263061,468391422,1087883
2287907944,883113315,652429
1189368798,3520686054,1419100
1442044850,1991972854,1310118
2115860616,3069876668,1309228
421357023,3104636231,1521827
3412414718,2036132235,981767
430021738,3025798309,1302483
2852295980,153070206,980150
1420848632,3024490858,1197283
112904489,3262796773,1197967
116660797,2756326228,979342
3135449113,3596507750,1415662
2584562921,486293431,1087398
103200051,2941355625,1850488
3582843592,2957954955,1197271
3795017328,2167628490,656872
3176788397,3330402831,870676
966121234,19842533,1417206
982889057,413684705,1087762
2971797114,953345106,1746182
3451382075,2741660702,1964847
2699216011,2719760869,1525897
698355874,1279308734,1636851
1552662797,1751890401,1198801
3233279685,2690294353,1088633
2875604962,2256825838,1525680
1165564860,3627308483,1199123
2553982128,2376881650,1198906
1660504405,2338426184,1305333
2690736992,1667558248,1305436
741772587,2677264834,979307
3553277574,527903851,1200922
2336087176,672775863,985109
1473470946,1367826776,1421333
1092275264,2461378833,980629
2594380233,3782603560,1525908
1350568416,2020694845,979301
2630189920,2353580893,1310966
126909464,1205669562,1306680
2460856826,3109490073,1417796
3641355028,426497282,1527641
2226825057,1276124073,871631
3668503650,3123974979,980522
2498546857,3093812034,1086642
3690750261,1961621677,1307895
277653614,2354748663,1959807
4164485,245125927,1309863
2555729620,3065905520,1307480
670163138,297378913,1306432
937889799,427030005,1418999
774808013,116812007,984162
2088191153,952300495,763282
666639252,2240004591,1201628
1886796778,2348386680,760787
1261156668,3376434908,871961
2154456199,3180612135,1090522
2752516788,3413867672,1524893
150372724,3049405242,1417003
3477185411,2763009251,1085265
3049058014,3838783197,872918
2718900596,702821576,1204165
3529636560,3243125147,1308514
2355597712,2626812840,1419209
2243030032,3352713025,2174437
856619327,3373805587,1088638
2838559892,1343759991,1092109
3789706694,3516074953,1197288
3359561680,3501894056,1197949
2123512787,965243684,1741565
2690073469,773511894,1634931
3538403877,225385140,1413680
1351595800,1836952076,1089288
1158921808,1790660411,1743080
2104915100,2917335294,1525953
3005538798,3620279306,868500
1756830799,327894586,1198356
506552062,1671662039,1413965
3633891376,686698956,1200556
383047685,1934311549,1525204
2427185694,1800203625,1637718
1314565134,1011384339,1310489
335344818,1653440754,981612
1529038076,1173063453,1090522
1015658176,2404751869,1091031
3566064763,1123086617,1633718
380580136,3198149126,1634057
