N,E
3733280207,1599924857
565519563,3421488896,1742904
2555581252,2982107220,980035
55229660,2411861532,1198455
3654378689,2116086830,1742620
2706639867,325257687,1088106
693881049,1019538241,1967317
1002654971,3249744883,1740860
754202699,2626868787,1419318
3088388567,589257633,1192571
266996416,83889412,1419803
2728027186,2717011616,1529009
2421446943,1623262025,1747432
966713802,1525996533,2290249
3331734946,762381281,873229
2877599345,380136295,1417486
688980979,429667305,1961764
399231047,1065808405,1633995
1304028,2548215514,1090940
1993989340,1873096412,1635602
997385927,2032980231,1846950
1830892677,1185833322,1637354
1898506718,346708643,1197802
2743365667,3228946766,1197803
2605628147,2194663262,980470
3283284555,1905067045,1307466
1614554425,2347100371,1634743
3488408996,618738606,1419067
1650484974,483456414,544328
3131531788,2351663220,1090698
2791160575,2912099347,1529475
3601264095,225145250,1089022
2443269854,2019132807,1744143
3343622726,525571969,1745759
3487384648,1142834380,1745518
3400347578,1170704604,1852871
391588797,2365837252,1307967
2175973127,2614791084,1634078
1375703205,2686687155,1633859
100581358,2224423904,1413499
170607822,416857326,871234
656447684,359944919,1092846
1263094794,1441080126,1528035
946727852,2847369675,1636452
2997572108,2999441364,1411998
1461365593,1122170394,1307129
207562453,962115243,1527143
857971878,3184002619,1197701
1394479905,3402250169,1094503
3025535992,1495294154,1749062
518855555,1974509123,1524082
3432372497,51590367,1862142
3570206064,484735156,983136
2759320648,352908672,1418660
1714236772,1298489367,1413954
3569657042,532719841,1635238
2219664660,263794037,980715
2069214600,2775756282,1522734
810642810,2560092785,1305979
1127003728,108562162,1742179
2637131015,2536989345,1307043
843139240,3434556947,1642019
436975748,506223992,1414626
3347743202,3213552418,975770
147879023,875243974,1408981
561923151,2653765632,872059
3382759753,12531138,1521103
2369996844,2631104178,1200482
397776726,2242776602,1304638
2755313118,710916125,1634293
339022025,3573844912,976680
1056329391,3250269276,1307483
280277434,1156442418,1088352
3593190089,1446228656,1527592
3145807000,3518933343,1524856
3194133510,415900090,1422289
3599851528,1686120119,1001256
529999447,2522547548,1872401
872091099,919018728,1961200
3151999037,3200054175,1420448
3248867111,372769972,1414551
2102531163,2927169719,1308316
2529739454,3584359113,1525533
1560460771,1846260857,759491
3280736631,3509058028,1847799
959436818,3026077348,1090887
3315454848,926634733,1852739
2378043755,3467188655,1528742
3466102509,2156199160,1742623
3139902467,2665794885,1851177
3224395299,366051642,1415197
3409352220,2001087495,1746483
3462921750,3453399746,1965963
1124744092,1553122360,1740433
1763152940,968592561,1523964
2671366077,15942744,1200626
2196095759,137745352,1529009
31763948,438965932,867126
3381977340,2668961775,1308539
960095885,1816863757,1196786
2574956686,3485538286,1741727
274148525,3020037604,870972
2512825809,975192631,977897
1524424102,154694593,1747042
1336075658,1735065869,760225
3216414261,645566718,1309760
809537189,1037765353,1088245
2044959049,2905357459,1093805
2765250403,713189123,985816
3439633943,948475804,1307934
1907905415,1183263598,1526381
221372231,2514609685,1309904
1627118919,779651996,1301858
2076954881,1826249767,1196898
1443342799,2744338024,1743289
1019779512,48664623,1413186
2932041571,1404043092,1309943
3661156646,854719668,1419347
155657837,1969792340,1638002
3333624893,3412490065,1746573
1400547860,2232151233,985447
2465889130,1872704719,1423001
2254222846,168223668,1522752
378127598,2098507582,1963124
3073901345,2881661458,1632546
3537441665,3715849346,871875
1511490587,1872569614,1853808
1312218843,2794303802,1304686
1010097724,2691648259,978147
374363454,34560052,1193643
1070731612,1375647039,1637307
2780225505,2407822979,1963371
3262239242,3684532543,1857705
3669121591,1449814226,1092607
3455585258,1269039431,981106
1400821659,524745135,1523018
2295205592,1183308072,1413211
1839469323,3568869221,1523766
830970380,2361217685,1090383
406060113,3165928372,1198007
3441548207,745613326,1083643
3060549710,1089330176,1198252
201431722,3536639555,1196385
2575557820,3056565768,1956368
2263088631,3571101247,1195808
329630966,3564026615,978353
3100009767,2415513299,2179436
1455665172,108691568,1739276
1042441810,1616808370,1632846
2514161066,485680166,1309048
1145911387,2634421834,1526545
1728216300,2547122685,980070
3680697494,2391309799,1416210
1004749778,2069540264,979517
3133573142,729761314,1420012
2067339701,1444130898,1526942
3669097728,2339324446,1636434
206852082,86500524,1092311
2484834700,428853360,1742381
1999025808,1383039500,1739150
1230389486,2786054281,1966019
3468298916,541991915,1093849
1090361066,3379299254,982362
3374698494,701688395,1422950
3197959733,2489798126,871445
24669492,1402885017,1420449
858971823,591303277,1525656
3641765211,229888611,547972
749195784,681957652,871182
258888902,1509061172,1195358
3147481914,977965970,1196930
1763661489,1443151976,1638322
3474943244,2280424680,1308765
2411052239,3405458847,1307440
3155225776,102515490,1092549
2514539120,2847052843,1847161
114093947,70613347,1306516
79671891,2753597394,2069544
1050184196,3283449975,1634386
228082828,2818911330,1858976
3700247320,448144583,1309033
2373113521,2311023005,1092946
1463467512,3182728350,1201674
1301231311,454292284,1631594
3440391320,2893923854,1308412
1100382785,1819191071,870742
1396082840,263218489,1089816
3477229291,1635692028,1414999
1957890819,810620656,978965
3245308215,1549475003,1521075
1582371334,3339402725,1418466
3047246544,3367922865,1523037
639887159,2667192697,1088798
2890150878,88542322,1306211
485879395,974643079,1413348
2094737252,3242426535,2071921
157039678,1731586037,1632763
3695270091,1295115429,1306873
2469608351,2412639287,983792
3537638981,591710156,987046
634129924,2522662641,2074839
3611186705,1721631634,981987
2387033998,2111504818,1088566
3137336088,3257043793,1632722
1782481307,2964147129,1088318
3449210398,3203959079,1195609
624959277,2033751771,1744127
3331893876,779360820,1958312
1531911296,3131067302,1084776
956413378,905255675,1308112
2864944602,2301779082,875050
3446162502,2040763224,1088843
2771022475,1922394524,1631990
2576335600,1708485608,544246
1523992415,2598904186,1200261
1703681076,2112262429,1090119
517426635,1530564534,1094331
760945542,3672558394,1632633
252663319,363784013,871279
134269215,2905352099,1847021
3547455648,1843691290,1201780
3694508272,3213002245,1306394
1195107334,2965716318,1525664
3195053870,2733000561,984968
27388113,260806748,1089899
1620485330,3059228922,1305379
616994018,2479389284,1308596
190384144,246338441,1416931
3507826147,252486376,1746347
3261725337,821321844,1528355
3401126256,1209562194,873715
1662641830,1679376017,766279
2395947286,2246082421,1419814
919092049,1023939056,1635657
183341275,1062681671,1303378
3679020244,3318155797,1417220
2190332809,56204191,978393
1720270181,1882942729,1415937
1798286546,341942026,1631394
3263060645,2508948260,1414290
2950290416,2273914937,1960518
2667610686,2296377479,1089134
1913279633,3204503851,979500
324494823,2401268445,872188
1722693400,156967171,1520964
3115781100,2894634573,1854520
809418762,2546127024,1524999
1257482568,3587826864,1201988
1618342223,2464839902,1193177
1346506583,698678149,980386
2650336545,1307122816,545684
1962182655,247919000,1308429
2157932500,2006520499,1307810
3126643392,663103584,980853
3362425924,2477618725,1746895
1055514106,3339002329,1524310
772360398,2900249831,2069291
413372158,335152169,980978
1660247514,1171638767,1199905
627627184,1356300687,1199085
2672265592,1087567421,1525163
1147270865,2734338439,1416012
2030167162,1797864611,762289
3071297646,867735789,977447
1591274884,390833709,1416000
2862984132,322677285,1419428
1530650359,2138025230,980439
272073144,3557981901,1308349
3681233749,2229936209,875695
1073682927,2595894250,1743491
2680690069,283756781,1626963
2645374124,322967452,1418911
2920973658,2730232787,981981
1904657839,577866795,1201175
3091236301,889881172,1418331
688199973,807161303,1093595
2314646286,2812796608,1090272
2342033384,256219563,1311095
