N,E
3839256683,548447537
3182396979,1691556637,2484521
2862220887,2339963722,2483845
496988928,3333753054,2483847
950438445,2150224543,2889948
862615467,1620063036,2390029
3006494188,1888899501,2390062
2365349734,2713429542,2885782
1963070561,3598372366,2186941
2597164729,3108414250,2190530
3814733662,640949605,2593101
3550737152,1692624738,2390062
2086625824,3250724434,2296417
2749076748,572844327,2296283
1808402204,1211364409,1983908
2365347567,3680446633,2593192
2163736299,2921960729,2889946
2431029078,1614416432,2294693
1533215921,850005312,2484827
2139469880,3247437169,2603903
1790048552,2386291412,2792832
897555967,2420832868,2693412
2388128975,1189545982,2302620
2403933910,567199399,2590608
1049718417,1456852871,2694851
1996720710,2844285550,2295290
548628296,137819190,2591713
617327757,3751150558,2893184
3527680362,1196632489,2601706
3484369961,3363809279,2403919
3478888840,383244826,2197981
1458020122,1156652252,2189685
818583137,2691234709,1896647
1145180579,150559890,2694443
1727523586,1371720016,2099548
1116177964,2826389839,2493255
2010305076,3624137762,2291603
2365353287,3258667407,2698531
676353030,931396028,2693408
3740826479,3776816731,2692783
1335142700,2118859171,2695225
169936735,1362168401,2397052
3389310383,3431158873,2099402
189880735,3061867209,2087679
1313106500,1017167302,2200266
3579339738,354117758,2286703
3708470821,1689402529,1898888
1945188630,519275072,2291970
2595950232,3604172912,2397155
3126810162,1255979309,2700965
1412164176,2638935874,2399998
3105513318,1100795770,2497497
2220908146,935460500,2603618
1545903654,208103518,2188213
800871429,2255153630,2600178
3014948832,2253141576,2492277
3150081193,2958061532,2293745
737099106,1889949333,2095425
2303769036,69933287,2888338
3437358190,842301302,1995890
1818370054,1408826476,2086441
195861162,930968811,2889471
922255209,378593388,2084998
2330035525,3420759552,2302067
3835280819,53029763,2691145
2433677494,2439246550,2290821
1613901593,2172536347,2401128
2865355659,2281940649,2495914
3005319792,1528668774,2399617
1850533939,3071073516,2699861
3278717084,2689490753,2300025
1720934078,1029400164,1992995
1585200037,10249703,2389803
1599820425,2974291007,2201185
1304261899,1050434970,2286378
738763574,3058845150,2490403
2568732381,2328630404,2295382
2372341391,3175142069,2898871
554577947,3242056489,2797963
1841908628,2550625667,2492210
3554794338,2404056375,2600222
2041732861,1569564788,2804894
2473119559,3599139996,1893662
2442005978,1561589829,2398292
3445415691,2120242712,1993785
2438183213,393760985,2195257
2765105020,828537041,2094207
324584044,3003758744,2392434
3116280463,1240583404,2790271
1057644531,3610484980,2496960
2672178838,1137392530,2597163
1629458363,1068709691,2096658
1772370558,2307534335,2690400
344544140,1648076331,2791362
3413162996,1688983128,2001285
1591052540,930901645,2290788
1950576180,3415337049,1991338
2594154232,49998918,2094406
110842368,3463585542,2288418
569828684,1241168122,2798787
681498125,220375069,1981048
1508682287,1841698441,2686942
101804997,3000163022,2682834
1336209644,2144731007,2586385
2920958427,1866234486,2889947
3783433795,1895491726,2296332
851260927,2415303085,2183348
2836274760,2330061663,2483753
1447774046,1621093546,2489290
3151704446,601939222,1983947
1927893965,341217586,2483795
870220763,2453514636,2184464
3069333411,2870742442,2796218
2616648800,1135202703,2296334
701633420,1478737486,2390064
3271269217,2407184202,2186985
99217636,2323722060,2686884
2115459233,2281552108,2492318
1746756428,3037092395,2092882
2371897660,525948111,1790074
2110100399,2819414123,2604527
1427030043,2156477996,2088613
248714220,779634161,2586296
2340387189,2767849406,2491194
1878752463,1567127726,2300841
184811269,990017511,2888559
3128558382,20699847,2391924
2998411046,1737737459,2194855
2883967514,1409142939,2794283
3633403451,3618069365,2493934
2733638969,106211266,2788950
1676094001,3602238745,1896651
1108607409,2257374302,2697003
2347409509,2648003545,2802474
3477378657,1156050404,2396843
866997457,2397844383,2696769
121264302,447942949,2184796
3503981217,3739508676,2501357
737540299,2909608325,2801014
1515106377,1213317974,2689316
3672533355,3189313899,2292014
2743154966,1760840983,1691932
2778684665,2911937109,2192948
159406210,360227360,2789834
2712520013,843980037,1994007
3446710981,1038864713,2099900
477058201,2962299451,2694485
781883846,760666915,2592434
2142853592,22589326,2188337
2735051848,78346824,1984845
910367073,448253801,2593029
863928010,2644490443,2602754
3587117965,2152339793,2303283
2844841251,2234658137,2300007
168569465,2335524886,2191153
3465353728,1227493270,2492706
1699349292,2361197148,2494150
964924652,1542518187,1999681
2002797520,3838838218,2302369
2696792867,1815748156,2397674
135442057,2147566406,1998597
1499421148,1616605661,2299092
3306032265,1531684217,2090561
1110732591,2448399415,2495584
900780390,1759096541,2592437
1722684836,3757770063,1997989
3463968741,3347193671,1901942
3125858163,3683702301,2596055
69564906,1915922349,2192007
1050538999,1643161732,2399455
2069403495,3477565019,2192704
3114554856,2465602617,2001321
190081154,1190141544,2495841
1093551137,1998755388,2496305
463587625,715489478,2590373
3118512508,1379548170,2303793
3214267429,1461883406,2589250
3377152861,319974318,2095616
2339474523,1931131286,1699392
2319440987,2461637164,2303211
58947922,2307760086,2593962
1542268284,1124309658,2398766
1960673545,3589792572,2401986
280927621,3813582252,2290234
348544534,3540262714,1894523
3539031993,991201530,2401248
3806715065,998543145,2700866
691893294,1344069617,2094771
1457005290,2046491904,2304187
784843812,501311090,2495441
404204257,1218703530,2100595
3654899756,2048179889,2193630
3789427777,2464565438,2800230
1157022834,1949193775,2192507
2404209028,3626506966,2290772
2044926352,1211876360,2688657
1612291938,3553220799,2306741
256274313,3183835513,2794019
3052687149,2311142139,2191622
1666758191,3098374274,2495068
2563517264,2134171850,2190835
3099705129,1103112627,1790009
2443829440,1677408638,2800126
2888170877,279933941,2889040
3280966365,2685233720,2592891
1685409119,405063139,2484308
2233312677,2976507234,1796683
2228617655,2912575873,2496734
1326027448,2446325001,2890386
3120266810,2004973648,2593405
1325863451,3074726987,2589547
2541706200,1149217414,2497690
487098865,675436931,2280680
1717398669,3522608716,2593674
583281851,705650434,2390053
3153754198,869234698,2186764
862305730,2620530050,2796187
1950496027,635899412,2389075
3398912573,138627986,2291932
1314224687,621539107,2196370
1605025119,307681742,2488635
169487728,3476781732,2394091
593708232,2209499312,1999735
2186804491,737637524,2303968
2397011965,1241484529,2189241
1684088710,1988795391,2586300
1911219365,3178409670,2186959
1001933235,1846119310,2883747
1381946716,1491664313,2593434
49921004,1717507724,2483751
2211190075,1096680961,2592922
1608466551,3548437966,2796467
1955444857,918709051,2186238
1893335180,176207405,2780594
3802033943,1187944334,2093162
2426928502,1464097599,2689149
3646950572,1753430265,2296134
1360729911,768463514,2483914
3624369617,1508689595,2593267
789308376,2969938448,2186734
3786819876,3272123634,2296344
722466106,2573816986,2687100
2458266352,3168377982,2796227
645659108,250474889,2496504
1327751095,2838605514,2503971
3390213268,3276505146,1893813
808638871,2888442692,2096814
2152808170,3503141954,2097305
2664985154,1105059855,2093384
2996742499,3378122831,2000360
1898081092,400041264,2198119
481629178,3708048095,2588039
447703429,50176111,2487704
1637316355,2254027871,2591490
3177858798,270388553,2192758
175583928,3377533900,2398233
2223575124,3727941246,3003450
2671253131,1755507936,2698583
1006663730,1650905537,2496098
3032779964,3313325190,2591553
977028153,479652121,2794068
1776746914,253362152,2686003
539175278,2260786880,2490928
954661652,138456508,2286310
1609465200,2190957777,2096566
3577135056,2948681518,2399717
523192474,3681627246,2495731
2273426000,1984866402,2488132
3107602865,1563497979,2090065
3434653971,724814347,3002233
2223469276,3594426894,2695452
516388898,3221817220,2700897
2823691447,2033298386,2302089
3802409440,276798082,2000189
1132413806,3811686825,2300666
3786558230,556851393,1802638
3080778869,2723276414,2396347
2104316061,454278155,2187115
414307934,3231079985,2796224
3295527697,364559482,2983685
404595790,979518700,2186971
1944016282,1019421868,2388817
2790725372,2068476541,2484144
2265243283,2026099215,2390289
2720038968,3808244995,2295474
1020603450,3800911845,2484523
3793925629,57633612,2483792
1560910232,274309495,2187085
3792721906,103954996,2593045
698449877,1910888252,2999040
3142191974,1619940997,2093503
324121855,1063890235,2280471
2536873900,3395751788,2600822
2683154855,652306899,2888575
978909192,729240896,2584336
324847125,3506936538,2494083
2772141802,3529624645,2399080
2605381080,3215298435,2098417
3734844652,1469491902,2906409
382293741,3571263994,2702075
3369722251,1591773079,2295529
1974316210,331212623,2092521
3074196468,1363486069,2491987
2377183439,1293973758,1903116
940538008,1276916309,2489917
1398433679,231845474,2700913
3777234967,3786045007,1801304
826006848,1512243572,2491938
2658341669,2052056548,2300707
2786139323,1905485906,2605829
3701836636,2849278741,1999777
1604790646,1120432444,2596193
392883337,1551750507,2188452
1239469648,2255269468,2297809
821525823,2710934336,2093489
3017661525,844957714,2895784
1084265795,2917763988,2302345
2461117242,762019192,2400142
2175290689,172187214,1593719
1337139500,753842948,1787639
438185512,67231679,2592120
833186622,800305332,2288403
3718098364,3408335200,2193528
1518507154,2685870924,2295114
856877227,1921668304,2499839
678293592,2510191151,2891839
3637506981,239569134,2397217
3463505566,2430624868,2303565
1239268163,2455480288,2493467
283226169,1230702507,2591152
1016272683,2998419804,2100512
1434941142,2927508801,2493316
459338759,487240777,2196693
1419402324,1507627873,2398304
2714961988,2093381342,2505137
480253147,574152953,2494602
113465304,1068874404,2283790
3451599204,3505981364,2491701
4441100,2849970083,2586495
734544961,587400279,2297942
1186220522,1691086449,1997876
2744753849,1067679050,2302194
1617317426,2945041391,2493926
1703324049,2015946169,2898933
3087118224,1201965382,2391060
3063691455,1633147819,2494228
453672473,1612300675,2890910
800634667,1503146005,2398321
2902757822,1147809722,2094640
1624111812,158578145,2095777
2440904510,1463233079,2696836
907580619,1532193899,2093389
1587553020,3537294492,2483977
3588997878,120028846,2593160
523081433,1038982001,2280720
3544175496,2402805723,2296118
334191486,1417497300,1993167
3173704687,956853562,2385271
335554889,491424043,2280714
424546362,3133557394,2483790
1510453021,2001840723,2186984
2303174400,410929327,1890181
2999574196,1513832523,1796453
2303844963,1200128299,2296334
884641026,514323246,2186986
1883310275,3588244147,2592405
674586314,3287514145,2187023
3584356616,2095256684,2390042
1743684573,3718808849,2686851
983719803,519256639,2792178
3127549136,1124544503,2388599
1331136931,321269715,2591158
2376559870,1047546963,2196776
1166266008,405789871,1586126
325036725,2996839699,2193964
692544209,1293384569,1996003
278595173,370840620,2699790
686975928,3642212546,2289430
975174256,1039918527,2594476
1999760496,1330125033,2391597
2454641152,3465195977,2391473
1394477921,3474489871,2390240
3624806435,3750836606,2800284
492740769,2201776222,2291725
3581677582,3321123243,2989875
472217342,1350618099,2387141
817002989,3107908782,2701176
2845210794,777390423,2489557
2339363510,3243380805,2100435
373767371,1177295907,2395139
1695507600,3719503676,2993814
3692685564,2510467964,2597974
1795312050,3422840596,2497282
74441379,90874732,2292105
3279423790,1040923306,2492558
493525581,738205506,2494719
227037762,2334434842,2191955
3360516060,452240830,2689451
2359235688,2572516533,2590318
590938674,3801474039,1894846
157177075,1690999320,2793002
2230292021,2886941183,2292305
3396590107,2156789663,2097074
2084648270,1281756506,2193634
2195597909,3706285240,1898620
2295986783,169572213,1989612
2915040413,2645100490,2301110
3429241489,3603065789,2303413
3133254887,3503134032,2403664
1733203801,664025375,2298841
3009626772,867860298,2699275
2710751915,2334744198,2291206
2819153109,3358701051,2394912
646433399,2621160213,2401437
3477847019,1683596968,2690383
3719050366,2223141362,2691920
2310023957,3536806798,2291309
1411865612,1833174529,2094211
1550307535,3231345136,2599110
119700616,1512959630,2587686
3209876324,52831267,2192214
1817467018,770590810,2302269
3507888470,2917492472,2494308
1028905425,3313394346,1994641
3837606675,850197633,2702034
691249859,2754314653,2493622
3444476806,3140641276,1893180
3571814666,2483423480,2703798
1440648253,2704273202,2191205
3220010380,628011083,2394887
2896091167,1401188628,2190613
2317997717,1701189322,2188176
947181228,2880701785,2394486
3059049610,1672826978,2588060
895385502,733638006,2900026
47244499,291751294,2182883
2222771461,2791238270,2801181
230355403,423928716,1584879
1914749799,463287265,1988913
3499272981,3074622345,1998489
2676709093,757828308,2399831
3531322791,2409727051,2301872
1690554234,2038296935,2504179
2108408107,617655465,2088250
998053753,2367301896,2194614
2777656933,1990012845,2400301
3351373262,782688851,2401967
138855371,2956042403,2398818
2214923167,2235030973,1890741
166531361,2092986443,2196801
3461257308,3536572555,2298880
2214421169,943568490,2097892
2823366588,2746013207,2898836
1823666986,2124075431,2191051
3653525981,2353548037,2491473
2043768715,1103237690,2503570
163854711,1258400042,2488732
719332072,3523329419,2602041
1270473279,12112861,2482089
2609578862,3672347972,2790553
287694431,3533652197,2596039
3080752876,1121014233,2686417
831397171,3422550312,2189318
3539429082,665540422,2596469
3750549626,3700269420,2801473
1180997250,2978476529,2191379
2459720749,3333941224,2394451
1243146210,997400497,2287181
3235552772,3000379964,2597745
1118295458,104426067,2093684
2174549840,2704546879,2294429
567538422,3340398168,2202370
3496668583,1851442848,2492594
976725934,1630446743,2191254
1166742406,3574092987,2490632
2736206888,1364872492,2796266
2592920830,3117393397,2093257
1057986701,894145031,2186985
1818266642,2793311748,2483832
3042225651,573061553,2093217
792132529,3682640165,2094547
3235540141,125848618,2187025
1556962100,741667317,2483791
849896947,1397597626,2893752
201969968,800211473,2390102
1769052596,1042754511,2296294
2529172792,3360076423,2093259
687595884,1385157848,2780633
1131238721,3007107206,2686890
3715353957,538640686,2686805
2098543915,3348550263,2296336
1921090576,2993152895,1995758
3261465230,3107050031,2296334
1440111919,1636231096,2483828
614269949,2376427461,2390025
2978738120,3156317376,2094758
2426357319,2084877243,2703680
1762222697,2021420291,2691268
2122638553,727013261,2387411
3071996264,3421935026,2397542
347827605,299405550,2392574
2650889021,2252360184,2297219
384265437,3187893416,1786292
3669418248,3191468302,2596982
3264759208,483404768,2397141
1225360323,2277928258,2290259
3284187638,139843045,2098614
3352232784,1018557925,2395975
404788150,780343528,2085060
597698987,1032581306,2495205
738345924,1424585553,2598629
1185260439,932306021,2788541
2844793552,3347166268,2692362
867870563,284587902,2194904
1076964511,3039465549,1998318
299609530,1656617026,2389173
3755272689,2458640409,2102396
3004412915,2114224067,2794222
3131211612,1073976390,2296530
1673540156,3577305260,2697014
3211117348,429315460,2793074
94538670,1272244878,2497146
160372804,1079025443,2586058
1693189907,619680661,2296951
2884737940,1314259045,2401950
1661605551,3150942334,2298781
458226140,1047082073,1897154
3271388736,824960783,2498784
1115299392,3272876999,2396565
2986277126,3326462422,2495223
1398078032,3399070555,2395325
3217737045,3322046810,2291041
1308384931,440438252,1988911
2705299247,2583203949,2095716
1705550085,868979635,2391129
1809298446,130248041,1893695
1603008043,2136857688,2002883
2320529874,2294804114,2099647
2353355509,97155952,2394450
1901529595,476234460,2294884
1304092131,1270840982,2494699
1835404571,3509432924,2595963
2458046749,2873037136,2397534
315093425,1866211331,2195599
3763483832,3036340398,2292671
3450280357,2870088925,2395705
3108489855,514700150,2388698
3076748901,399453099,2300758
3801888408,3186935791,3099473
434155445,3807598850,2195769
2957391771,1712420933,2301296
1473058027,3507190049,2001567
2218125919,2896165515,2001448
350326858,3459271664,2593583
1462714687,607932722,2493172
865841804,2417365371,1893723
1582804542,837300461,2492175
2036350594,503211377,2299152
3683550345,1153619291,2396572
931822165,3463425984,2397520
3380826708,3722993350,2298471
55408965,2321983115,1993963
3446026248,2827728901,2093573
1219465235,746609691,2392820
1739818344,205290456,2593105
