N,E
3706898303,1482710611
3392409724,1550285873,1960908
2585228884,590450592,1199558
3321215456,2315576782,1747700
1109153553,2645122049,1415028
361682965,428310248,873315
441878001,41066615,1420009
3281383205,577417222,1969997
2759763294,759411304,873202
1202478852,2605699733,653668
1673906654,1194755192,1745858
941663503,1226645645,1419069
2947103163,475698184,1417743
1600962781,106201199,1963787
250769545,3505065032,1309691
508501718,1959636145,761804
79997542,379558880,1309444
682347080,3668604361,1309761
2615510187,2830653343,1306108
2651526249,212867230,1086885
1154053228,901503032,871301
907663229,1761574960,877454
1132390389,1571954182,1547240
24483243,422882230,1872537
3053360155,1254263283,1438156
3478507,2413823392,1107430
430441741,2919802059,1658667
46992681,1276877843,1204177
2965017285,35228644,994258
115368640,3398280849,1768162
3676055101,368845763,997182
597472599,2924157974,1215649
1551836320,3535284357,1330975
1781546555,1292331671,1550274
2069123993,1414946000,1110486
672287297,539301240,999299
119833601,2463932312,661418
1753725475,1313395093,1661571
2200579091,399819987,996189
1041959473,2726602189,1856197
1175309244,3443849828,1541293
1207498381,1141852274,1089135
3592289148,1576286088,1197522
1228664718,1734276486,1855143
299630954,2638716696,1525026
3680659175,1690254140,1636756
1113621892,3381281729,1636624
3321072265,1946233140,1859566
499282242,1951386502,986150
1524937187,2044389702,1197380
3672662192,2248046859,1528079
2254732827,515169561,982282
1599254643,498526795,2292982
260160226,720691505,1534099
2595756273,1393355804,763303
669864744,1936922202,1090580
2176966239,1963756279,1195403
3372884131,2886372232,1743013
374135091,2387088450,1196261
2648958314,2194108436,1523848
1410243760,2632434319,1089501
2956077729,2345893093,1967507
670495713,203107014,874650
1131690595,985432400,870980
447183488,3059022642,1307905
140603215,1580817404,1089912
934834783,3089036622,1202781
654522332,580796448,1315475
2962119536,3400122088,1315905
1941222786,2139750630,1201402
2770014347,1519387463,871753
2970939694,893929056,1965076
2348877561,3660821481,1855682
1461587783,1359518141,1633261
1261848327,3334286813,1307965
621092145,2651145225,1089702
498028630,706057416,1850837
280197950,3240696045,1090951
2622627151,1731360031,1525283
3185480801,1248174260,1965978
3549777723,3331642085,1640684
1110634714,1336933102,1310622
2712755613,1859420180,985915
628641885,32473426,1750830
1557368555,2374188372,1634748
541409734,332391452,1960267
1659410629,2264186806,1197735
706516388,155873256,1525533
2103985632,3530808774,1970173
1079946101,3413751479,654007
448562885,15498060,1198890
1444131114,3081610333,980098
2567043934,3230832656,1090620
1462667623,1817716709,1092504
76328746,593108101,981957
2010043832,1214319379,1089135
3646052022,1665990703,1742301
3555443653,2269618560,1636684
1294324593,1590841094,1089187
2590374609,2826573465,1197053
649055668,1220264427,1970717
2417422630,1588178082,1199671
1396681657,2210879203,1523251
868232209,1674253456,1849448
3620166265,3441711793,1634331
1085304501,458752515,1963586
1812962948,1758625965,1199299
2926958760,1540075388,1091504
1793923080,8724603,1529988
1229453941,2586017632,2082489
3447121939,1831021144,2179653
1281790029,2066112167,1200020
1862575825,1936432983,761311
3705097389,2959308597,1636531
1812016979,1239829475,983297
278773683,1214919931,1853745
374126779,277167849,1424420
2289834995,3497164608,984495
1519511191,862309558,1527169
3340948836,2207327268,874371
1555132651,3459006963,1525779
1916743701,2719224576,1308041
1085111500,1415647144,1635478
724465952,55070679,1196365
2622823307,2219925832,1742998
2306799193,3493947827,1635770
472602580,1548281750,1848852
3174396716,842573536,1414035
503830281,3320626289,984786
2966314639,2863904460,1855051
1570982848,2001183304,1634685
2653916676,181069956,1851391
577513706,569985776,1742914
93207306,1715347609,767127
3551897791,235597419,1636923
137230543,1338298845,1421255
992160775,2916499355,870805
2191474260,385519627,1750495
2686611417,160103249,1200819
2531943791,3388935710,1307490
2593533035,1519617362,1199406
3044528798,1903626313,876759
527991777,2392094722,1196596
945670888,1701081437,1418264
2119251918,3086243679,1524289
1738185110,3170371701,982494
1848620189,2646721838,1093212
1120427744,2619217355,1090517
1758511210,198991029,764081
1813328495,3657453729,1742457
628633239,3364071637,1197118
2765504064,1271152678,762159
2562231195,1519696421,1634869
3423673396,275827666,1523782
2474305034,3640399641,2068171
3310323314,1399048064,1526175
3502923363,393518183,1634823
1750894976,3557521149,1309955
2426991824,3075829264,1309155
2108365950,1988924965,1307471
3564880380,1015492727,1306829
445989679,3430063297,1852572
405597890,1939614396,1202175
3610539802,1240599980,1306317
2336586775,1392340202,1750170
947924906,1644220414,1526014
1742938496,1870771366,1310995
2388844522,1081502112,763378
3649061128,1064499240,2184811
1237961253,2576632098,1637075
1948705665,2987500060,1638373
1686616094,539188984,765150
2173817516,2900382556,1091661
3085603220,815185104,1092742
270284711,1096355700,1200838
2594994810,2602808392,1310053
3598923089,806806304,1091154
2363112738,2626321085,1853716
3457157225,3081971293,1742976
2630348819,2453310879,1526428
2052198072,3143549826,981368
2841278666,1756804444,1743742
2377566246,2970589336,758350
2534769336,2737220748,1089912
3134928941,465187361,1738975
1979826599,357243911,1089108
1636655255,380672736,545240
448280119,628165379,2184043
2161553895,819151774,1423855
415800725,2424855593,1635800
1973453226,1910142247,1088918
2460390492,3082133487,1857213
3257191737,1219019776,763670
437084600,512591361,1092970
2050525075,3475037300,980931
906566161,2670630344,1309054
994810508,1030634017,1419305
707528173,3145061517,1636640
2930636457,1337545427,1854828
2282850305,224480112,1309142
2565692826,2332513079,876367
3301366358,648562202,981952
3532219113,1973179133,1308331
1542946003,938145844,1091438
2667334851,326631582,766259
1051764935,477390210,1309694
3279175156,2696217129,1091809
3240539189,2482419200,977578
3529343370,205814775,1093924
3298171846,2393181291,1087867
3004095765,2342974346,1306934
931082132,2323985558,1201295
2389546120,528808329,2071555
2947262997,3032060684,1309181
581277929,1343863829,1747366
2857062029,2535125103,1964777
2594706571,1651298530,1306948
3274780741,1361690739,1202218
3313891574,1061131994,1855016
2135237629,1959202906,1639019
3028846581,328894887,435179
508173126,1899178502,1861027
909779334,1132109518,1856012
1310998120,664212690,1746977
1100983667,190195879,2067627
3312447388,2772926257,1418406
940358009,3246046038,1526846
3674965456,3692543230,1747720
3467974513,2538087199,1414968
1226478894,2223707139,1745651
1888009426,1046864645,1417670
2775837068,2850366731,1634753
1793130203,206882838,1309675
163541205,57296139,2184298
1789108457,457401976,1201073
2534963337,2579943151,1746819
2297814660,2683933960,1525319
1859320550,1282639879,1743367
888050879,2268235635,1969680
817035701,2871655361,1323094
10183964,131155275,1198748
2504083737,2273387571,1742454
2165513164,2130526577,2076796
3423837266,2539464070,1636805
2787078899,3392543846,1746465
222874699,231547687,1525338
1479618856,1824737714,1523704
260612904,65828800,763649
635519444,3678365031,1196054
3238037820,2553905581,1197899
292090401,2180760818,1744488
1523625559,3475282910,1417425
1633525767,1456013559,1091111
2367007722,2492622941,1853843
1420943980,1592359289,1634453
2088852056,2282261339,1203576
3538034002,3435936812,975801
7437305,1742506764,1743636
3118593770,1880225708,1636025
751006586,878440097,544255
3147362232,472263543,1305793
2694654612,2645646754,1963160
594256934,2225042815,2185638
2913480717,981130455,1088328
2954377644,2840005597,1525859
2049217164,1701231312,981587
3114245610,3593258431,984803
2400223147,262193143,1198236
2345926032,3184878167,1634731
237174902,3239111973,1631960
3571999875,823453,1527314
1543842024,2321746468,1855500
2555939132,1455724502,873848
1170052909,3465088607,1528705
3427986724,433630308,1201985
665840064,2646256325,980858
2361032133,993981718,1850928
874552692,1342208066,1199527
435972583,2170788578,983120
2815860332,740620889,1525661
1891167875,1438731368,1310586
2167050784,1235836340,1306762
1741886011,2952582545,1423802
681480919,826066132,1866635
505884264,3333307985,1763682
2317669586,1577900761,1632634
190534963,1521579741,1418732
3351461747,763060992,1199605
178844573,3236166008,1638073
893014050,3073870478,653030
771605125,1512807485,1852542
3015626202,2143405366,1523495
329182699,2336082808,1742497
3341863694,3536409849,1415713
16269576,435076209,1089667
3562687781,2282624952,764757
3455042691,414586929,873617
979182582,1309341997,1309412
1321345615,356516315,984921
1504064038,511234513,1527679
2373328914,858432369,1090042
1722929993,3682908753,980233
3051495328,2141132743,1853010
1661781047,2409296998,1635015
680167572,1275320450,764781
231717454,2932281168,874073
472040874,2968544339,1527098
871117012,2618211181,1744583
3585535679,3003842377,1637297
2656053201,645247794,1966566
683242059,2752582302,1418278
2918115098,1847863112,435726
3663512923,788891923,1414354
2585981587,1425029225,981808
1518433450,97774775,1304377
1751566697,1923487555,1309876
2160322767,1531543800,761517
991729177,2070705593,1638591
946913814,3381097587,1092681
3481568997,1464158411,1527458
377201887,2983046959,1526331
1268141206,1734478130,1530331
1260190518,3108352513,1308122
2629916514,724841958,1201189
2097652739,3695186064,1087377
1623510900,914716452,764847
2321541261,2064447000,1099470
266240575,238821742,655190
2782116016,2116562523,1638194
253986581,259285302,1635274
2780204141,1095894348,1525638
1952867884,1202440741,1416061
855024113,846752524,543961
326458503,1086931875,982954
2244326770,2983439081,1419219
1838853130,188530456,1310447
1685794610,570066305,1310172
3457609493,2734201342,872094
1420287218,2487816846,1308123
1250819840,1840610738,762149
628837108,41420895,1415553
3448985537,240952331,984455
1281581172,461839135,2180261
1635888600,2688581949,1742367
2979583513,862921638,1634337
2682655019,331711869,762157
1688413226,1776267930,1091489
2702178724,3060178306,1638448
2153780803,3543348520,982221
2178645435,109752926,1748255
2647177407,1715040795,870603
3577718183,3055507855,1310104
3696087417,1946766079,1857479
2237040390,116318916,1309598
2954102827,1730654689,1973973
3236471702,1054484462,1525444
2654340954,2595655416,2074941
2215356056,3218813246,1635721
507097648,1128202725,981673
3577727853,3603133318,651244
3076570456,1679161256,983263
2633618204,3582229114,1636675
817907458,3243752015,1306612
601548049,1759646122,1198485
3300061233,1377604111,1416465
691798827,1489082494,1310141
1316134533,1905951899,869432
926069749,1326639242,1092257
226656316,3252689537,1088774
467855577,2365529456,1418774
2432352461,2960954309,1314042
2301258842,2848472451,1744058
1457913031,214803827,1197296
2494776264,970899430,1200162
3118618973,2632948339,1306449
493326507,2903634562,1741965
3209621713,1579837534,985373
586690606,1099795416,1959617
973824892,2753193888,1745818
1436721159,2434399083,1529036
2339792013,3314588301,870890
2908978703,236936590,1308862
1089723250,473603248,761886
3289125263,2230841667,2180371
767279345,2440053992,2180890
909986636,3046783577,1423340
2701758088,2567131720,977186
1750039162,357975104,980504
1357920867,640971145,1641058
3692540094,336652163,1846178
1429588149,3028510933,652593
1424363085,2031375704,1419438
1152879199,1582139483,328107
1919874104,899030896,438311
2585295080,77882064,1306389
172004541,2983156726,1419366
76684606,3371294905,1525015
258966075,2609865289,1311203
3310936101,1344813269,1306809
2332925840,1665968579,872354
2612636518,2780771826,1095398
2087136610,2596332070,1630426
995299753,66487574,1417941
2727930405,989554528,1198469
666472927,3274330842,1201070
678935904,2232615256,873131
528204094,3430416711,1747044
2330717562,1062944072,1743062
1950498540,354662197,1635941
2906663278,3603437186,1631331
1629370040,2904617383,1306811
1024576779,2794241134,1527728
3612266065,118914727,1198962
2815538609,3433138614,1528937
86151086,1299155555,1305678
3130602454,2994169526,1200764
738220782,2098319380,982853
3401634419,3339097016,763281
2184791548,2869908370,980579
2755425204,2255957608,1740301
2446262832,1001487993,1201499
1105090004,2923080286,1636500
1193774253,1853357859,1853199
2465760580,2535630513,1420020
1112429680,3310547322,1636425
1415525705,3033827524,1631332
1753239743,376914151,983125
3429727174,580995436,1306764
310344300,3133743767,1201841
3252794790,384117951,1204314
2307205982,2977275465,1310389
2871301316,2807453357,1959442
256154620,975618936,873896
162227953,2349161490,1523828
1382791533,1554569229,1090125
1365328528,2428468017,1636080
843794684,1029549669,1410875
952360877,481875942,982623
3334296880,2625614540,1087370
3255612678,626491028,1199756
309511517,1232520476,1856529
2741404773,2574318088,1308076
840302847,555251568,1087128
2727657191,780431060,1311447
3369966513,777536282,1532138
3086686596,3325038549,1199866
1687773358,2447810164,1412490
233126282,3249434963,1412865
738610663,825978075,1522665
2465460746,2440870019,1087833
1482590365,2391951256,1633920
300507140,1869875705,1312866
1916214042,2323589380,1195156
1413536771,1326531167,1639114
391643152,1079000537,1744748
2074319149,991129008,2283850
1659413265,3443267665,1747994
2911945462,702368295,871695
3129601531,2793316833,981575
2265898500,410372938,1528765
1244813692,3011682866,2081792
1486307193,1100462992,2291372
2079242733,2627492688,1092892
870116951,1165514101,986151
3511646124,1821781920,874135
18973835,1677774642,1305247
1470345170,3396030673,1958901
636108429,2658129799,1415559
1654911462,1724122392,1197943
773674497,2624805609,1416171
2459783760,606302692,1850021
2478446739,2423329561,1419250
1841810888,2229952806,1096112
1811467272,1099695683,2071087
2123285788,2283583080,1198192
82151172,1457511620,764682
1137013100,2219543696,1854966
1746430861,1630625646,1417616
2785760253,2625036999,1089588
1339401063,653486531,654752
3004676,798513087,1200614
1764661408,2015901439,1416110
1380675607,1485858115,1853344
1302881776,1209741212,1850190
343097185,3608222617,1526458
81597919,1147343544,1089128
728852562,2929246755,1198330
3177365188,1539766572,980446
2252178394,2099012343,1859984
2002444035,3483710101,1529374
3694060906,2609421018,871295
1657344157,35674130,1637232
1292953812,793336935,2076698
651388120,3127356215,1312315
756844225,1368506160,1741850
1978736696,2163178330,1417433
2075237152,727785960,1305424
3013038201,3061822674,983266
964558456,471712962,1638634
2123883783,3321078804,1311869
2863735756,430804453,1526724
166106752,2540198001,1633140
1387314411,1799647169,1312859
98963858,1104383781,1741021
2416967743,1598389812,1091352
888972865,1336170732,872979
2219371582,861646158,1856032
2693629878,2952344045,1417634
1995678322,1092781506,760187
508697094,1654052002,874580
2376875342,1710707469,2187286
1743991757,1532403576,981532
3449753868,2532077879,1855274
2106985233,68998233,1084140
1628934727,3032237002,1527818
1603443545,1704329465,2075762
136961584,1032268664,1310932
1935918970,1588844327,979711
1571113598,1046587609,984478
40027074,2384170622,2072513
3312799819,170222127,1855581
819431265,1119601744,1640460
306550931,1582841769,1202727
29653172,2078521927,1093604
1327598215,1723611096,1090382
527965559,705320587,1962551
72727010,584182482,1640110
2891015332,945826269,1746774
1500136862,1750670276,1418049
2592701372,1739548389,1196511
235711751,3198760215,1747251
1098082331,3525638105,1742738
2274496550,3225725503,1418448
1100670037,393978721,981631
1430201461,3251133362,1089372
158452285,2763463938,1200430
2316032624,3209689380,1963917
3051937042,436004136,875254
525176728,3164413334,1308962
790303334,84891944,2075814
413416041,2740362939,1638298
2345664771,2589167057,1631815
1658479972,2363230505,985056
980980423,436869862,761520
3500581863,525019691,981421
2602109165,3554230229,1744643
1589659247,1283949835,982844
3573354324,670542237,2401484
703644017,1779945864,1090116
147564383,1583675286,1522550
2059027874,3682292872,1529046
1413303252,2044829345,1747118
1120241494,817969082,763644
2960647029,896728564,2396226
3208574186,1919877098,1084547
2347961447,1465588557,1632604
2392720027,266119606,982666
1152649920,1597004922,1963064
1845967507,197632518,979927
1595435788,2675156372,2182451
3371356820,957755955,1308440
1450215664,115770331,980762
2418198064,1319021279,1525140
202936306,2627451874,1526586
2234966672,698145982,1856933
2546877791,2003276122,654973
3581848019,2313933159,1420519
1091798580,3628361116,1419382
707194207,1619856554,1636953
3317998451,1287128688,1525444
2873373043,925581457,1091295
2368687515,3599542346,1095695
3040138504,1771086625,766978
2608418772,1360095730,2068362
953977312,2542786126,1203665
2046859413,291991784,765187
2476605144,563746522,1526834
2638844131,635183834,980833
840052924,2279634169,1202971
2293467834,45066527,871788
2112640342,955370884,1418943
2765433576,2982164115,1744519
1775441935,3053780727,1748389
1785296178,1921039252,1963661
868144953,3537044072,2291581
2094197986,1301580747,875158
1152235438,43462507,1967892
82069547,3297334163,327367
2044745337,417058588,1309378
776543014,713211043,982045
224586575,2667057626,2180270
1649585694,503451099,979285
2803077077,3177689232,873778
732341116,2829083885,1637128
3526057529,2585819489,1418992
2911444673,120673677,1855052
1038359247,2174813920,1309510
1616923980,858705026,1416110
3560973063,3706070163,1418612
1496646839,1199344627,1964020
1130041322,3182868706,1634742
1352839236,1119576497,2729523
208994605,459075500,2073595
622022200,266338461,652679
974834200,2583998139,766632
2977621685,3422564107,1969148
3411976729,1423410310,1637546
2485243753,2416491658,1744722
1104749632,3115933167,1309485
2183901348,939966690,1530399
2335345996,3027740871,1419966
372829654,1489816442,2071591
1863952416,1085851504,977894
1913410037,2344681621,1304642
1496299805,681499298,1846108
1811577487,2822666375,1748090
1403247752,1361622684,1308577
2606335403,170039303,1527031
1866171009,3337267095,1418243
2712883236,2107008030,1420439
3093155617,1330752395,1748481
2055141683,1948456523,871638
2966097543,146473505,982747
3457406413,1919319138,982784
3043638420,3675674395,1748525
598729242,2587635324,1087737
2769320015,463188066,1088193
2208132175,1310138343,1202527
1360138643,1251247059,1637036
143658339,295065720,1634749
984056304,3705447724,1198856
758704959,1873747697,654085
3544207468,919598611,1200965
2119785642,3142831651,1746081
337398746,307313408,1960713
3546307519,2670794990,1092689
1625143094,2612735829,1094167
621972887,2699157663,1636646
2201770680,2935958291,1203571
49596909,180671711,1855416
2018258742,2320251972,1526991
163179206,2960796889,1526263
408439422,353416815,1199454
3342573408,2779178671,1523840
968300318,1529493235,1527813
1605959698,3565642652,2180985
2246515446,217913674,1090446
2522203999,2865921904,1415870
3057114025,807538368,1196952
1178055354,1344098411,1637870
2831201107,3385228790,1963576
248473205,2280642513,1745644
8052506,18423660,1532239
555497050,609368164,2399432
847652013,1953306456,1092816
1012570314,1013659520,983272
2816257567,2806570681,1748239
2928695787,2090269682,1745982
2161700915,3528039659,1747503
268816250,2436465662,2186511
3647181911,3547197000,871661
2696723713,2997944806,1963247
1534064337,3385064976,1308037
1571708857,2582243750,1093006
1048691623,965028272,1311263
66400007,2454340075,981950
2638612371,1912979316,1309838
405715306,2379532264,1414090
1292034070,945808580,1093265
3276325430,1257672598,1304245
1132477231,472435208,764643
2274784033,1805307185,1197473
2723515879,1485304528,1200483
3590076843,3490402123,1309269
3512017200,221163912,1962826
2889967216,3315777515,1415160
2670733641,505440598,874615
843432331,2098255319,870621
3305569205,3095217445,1418762
3637012984,1695324734,1220358
1832392703,2408369061,1214046
719257302,577457620,2071740
336555773,1963671059,1309952
3551560770,185127831,1526259
1396108726,926322833,1638279
2080332765,154082095,1750857
3386424422,2460012678,1524727
2578877218,2707788799,1520260
2882908015,141900993,1091858
1836021529,1533963343,1195400
2523404606,967240773,1852847
1858662483,663443840,1852186
1470659003,514584422,1093878
1673192170,141175363,1202153
1142832672,3041169030,1314702
3428958997,956297566,1744043
3401811741,3236603669,1199490
775150945,1687380837,1634926
2276237725,1232086842,1744356
576747449,492294598,874373
1729380090,3590791620,1525110
3684967223,3122353565,874101
1983030293,858752365,1200109
2527067036,77487846,1529741
1815688185,566149361,762430
3630547141,1796192107,1526338
1141468520,3209172099,1526834
2909097757,723481688,1632482
555972749,959702479,1964849
2682480267,2247408927,978359
1690210057,3524757412,1636878
1802298975,1498233709,1637754
3113631477,3060927149,872005
1192381052,2115432894,1963977
41742027,1096557027,1416826
3055473668,3544070948,1962803
3146507264,1865257597,1642937
3491909562,1019863388,1969436
820012289,2819128052,1417255
850430157,745222529,2184070
3686302177,2635168676,1846389
683792331,854648845,1412004
415640357,319576104,1637785
2751561498,1631861042,1200787
3691856663,2635181250,1521733
3130698365,1585102032,1633995
2240917575,51021365,1745112
3275711932,2119102524,763722
2560094308,84226826,981018
3503383608,1359791880,1853495
2523167660,2843802262,1198441
3393875266,3130616318,1091011
89146682,307512050,1746348
201259542,2334030046,1527269
883536109,918295104,1198444
913059992,2872171775,1304307
103557169,85373373,1637258
2339300357,3149119824,1858776
2023353092,2521026210,1199812
2298243221,586350948,981473
2521522286,1562643938,1638825
22261153,710036326,1420722
2646186222,530376587,1527317
3358637955,2095388982,1962731
3054400187,769022087,2178123
382344875,2198812729,1196772
1715311766,2814607130,2394310
315275616,2552137519,1859569
530056790,3238584112,1965023
2622675598,268570754,764502
1940387699,1112116752,1420364
2126378456,1554871863,1526506
2285988538,3622015061,1203643
3218588782,1797191804,763953
1926193692,1025050009,1962283
2517207796,3628258312,1413699
2960329087,1751188662,655981
528629810,1560750126,1851542
915653525,872644495,2068330
263393251,1517154217,1748697
636411410,920335632,1199876
2452989952,2022180092,1414642
3463856352,1361800950,1089771
2410631772,166302888,1199767
2126544772,1765424428,1196237
534944842,1231126613,1746590
3089527452,606755928,1635674
1188820711,1654732006,983491
2415413153,3456099282,1091634
244583529,1146397244,1199824
2183928840,3283731461,1526338
2792870582,3298106963,1200466
3484603530,1827491784,1421047
1935312007,153857581,1747613
1927182693,676714056,1746759
3670551323,2276284152,2068480
1720076270,1061327110,1529364
390627163,1961259791,1739328
344908191,918656154,1968783
1917376160,1074017608,1414811
442549280,529354052,1417090
2842900329,523107149,1418102
1152093561,1756950157,654193
2669781137,267192847,1523943
1121442842,2094493028,1309381
532967142,2479069715,1966705
991415500,2669180125,653605
1177655887,1108044708,1960281
2098451317,2694532985,1309166
803935273,2894897499,1310433
1463712258,1069808970,2184521
2435437385,2011019116,1309836
1867051348,535916942,1198557
1721660198,2311300731,1636130
3593083685,3636306010,1848177
880273839,858785601,760890
2724048545,2493371219,1085957
1528060316,1633375741,1419162
501147679,128455020,653237
2848054816,608592740,1091898
1601271647,2283202553,656557
2496952618,76288564,1086765
1104655700,3535576219,1856472
2844032027,3579712068,1962359
2882102408,1696366169,1090756
1119637687,2637564840,1087995
3438924415,1219659189,1851179
1734420228,713985083,1195388
1310019704,661337062,1417817
3089591891,3144566422,765237
1805145898,1439674566,1962884
1587298600,2437895673,1527282
415595415,838286093,1414948
645442757,2487850517,1307702
3538400385,2366599371,1310637
2089111967,1384020224,874625
93637525,2995039068,1522523
3067542351,92753617,1851301
542565475,1312254069,1859977
2811245080,1870537829,2074412
2291113096,665972138,1088723
1530214384,2951785638,1202418
235143651,2712247989,1086662
2541641390,887826910,1308312
2094504763,2016682261,2071349
1587400771,1038672984,1310405
2692225881,3493593,1523810
2593573228,204494071,2074000
677121584,192352672,1087574
3648620907,3479453717,1308728
523445032,1492253038,1523022
957201075,937280143,1851554
1761156138,994602832,1309230
1943694090,1215982081,1307994
160322167,3286270052,873643
2106748385,2241759713,872300
3596083625,1272824832,1743609
2912921940,3088631321,874796
322261608,2917497215,1307599
836810643,3197136144,1855244
1684560881,307914817,1200677
1790017535,350468857,1305627
675068682,287785538,1193725
1283130824,3133220077,1088809
2914068974,2738476389,1742469
1137061857,2191279853,1413663
1257382769,2262322694,1637285
2167369691,1372099458,1743041
2671667342,3256719747,1416864
2754699626,2464780649,1855697
2809305323,1086017874,1412098
1496970085,1771803632,1199591
2098572616,705486527,1199940
1477498382,2516878768,983609
1529129907,1060429880,765657
3048479101,3179823566,981954
18704749,479101777,1855020
1139067856,2815512310,1742049
208345390,2154306053,1199564
1123787664,1766517220,2068799
1658063667,740310326,1639944
1979293316,581022863,1090121
1816678220,3296690191,2284733
2677433587,2611555039,1413801
1401927759,1137370447,1091654
515986782,2731571881,1201224
15316471,2701964112,1087992
852457637,1866941437,1855859
922570025,2505328283,1643713
3274239698,821960915,982069
2197541916,818998573,1526318
2775219035,2685874359,1634960
227557868,1478503411,1091866
1487198999,2583438230,1414346
258049649,3108822047,2073290
2185564963,782687612,977899
3356056264,2427858826,1855009
